,userid,cpc,organic,affiliate,social,signup_date,campaign
95,e6dc13c4-5370-4a08-802d-f9fa72063120,0,0,1,1,2017-01-27,0
96,9ec92a37-524d-4d5c-909f-0357a4175457,0,0,1,1,2017-01-19,0
97,32af8968-23f3-4de0-9af1-a0f0b87946ef,0,0,1,0,2017-01-13,0
98,56d145e8-5a34-4944-ab7e-d83da3e72f38,0,0,1,1,2017-02-07,0
99,e880f0d6-b466-4d06-bbfa-15a8593e0ea1,0,0,1,0,2017-02-06,0
100,b7e812b1-3370-4a07-958d-0b97a23c4485,0,0,1,1,2017-02-07,0
101,69a9dbb5-9ef8-4337-a789-2b97d8243cdb,0,0,1,1,2017-03-09,0
102,7a9aac7a-4b5f-49f3-a65a-4c7b3375bf43,1,0,1,0,2017-01-07,0
103,0364b6d3-d185-4bc5-85ea-66d9e2e277bf,0,0,1,1,2017-02-16,0
104,f2aff84e-066b-4669-b76c-d18a10e8e535,0,0,1,1,2017-03-22,0
105,ea0edc9e-a43a-417f-bfdc-3134eced4163,1,0,1,0,2017-02-16,0
106,6d82497f-9e96-4a2e-84d2-8df19b64b648,0,0,1,1,2017-03-23,0
107,c58727b3-ab0c-4135-812b-07b4ed58fb22,1,0,1,1,2017-02-06,0
108,cc6f05b7-c763-48da-9216-da3d63926d7d,1,0,1,0,2017-03-28,0
109,42c1e0a7-23ae-4a41-aab7-bd88c9820160,0,0,1,0,2017-03-17,0
110,4d857a01-4ddd-4171-b405-c0e0cdc0a61b,0,0,1,1,2017-02-19,0
111,fcb0a727-7ca5-4c20-bf44-b170d40a1f46,0,0,1,0,2017-01-23,0
112,3b74eb55-cd51-4c84-a0c8-0c710fb47eac,0,0,1,1,2017-03-20,0
113,8b9d98bc-dfca-41d6-b462-8a69023a7bec,0,0,1,0,2017-01-28,0
114,54f39999-c242-4b28-ad8f-1783adcdb659,0,0,1,1,2017-03-05,1
115,14f93d1d-4783-4d30-bd15-68918fbe8173,1,0,0,1,2017-02-11,0
116,24241d85-dbfc-4592-b0a1-a7ea71814263,0,0,1,1,2017-02-10,0
117,d12b1fd4-c6d0-4e23-b97e-4b6d3bbcc46e,1,0,1,0,2017-03-09,0
118,18c6e475-d12a-4ae6-b949-c4401c743b52,0,0,1,1,2017-03-22,0
119,a7e5577f-28e3-410e-a8b8-f9c81b4ec10c,0,0,1,0,2017-01-13,0
120,10242f76-4e45-463a-8c3d-3aef61f59b5e,0,0,1,1,2017-03-12,0
121,89c4aacb-f8b0-495c-a505-c25166ed1486,1,0,1,1,2017-03-19,0
122,c4fc46f1-26a3-4d3b-ae74-c7b41f40ec34,1,0,0,0,2017-02-23,0
123,87baec60-a3a3-4c5d-a1e6-9b244fb43cd9,0,0,1,1,2017-02-16,0
124,61e056c9-1d4c-4cdf-aac7-5d69035cbb77,0,0,1,0,2017-03-30,0
125,01759ed8-e232-4970-92b8-5d81567ac837,0,0,1,1,2017-01-16,0
126,2c624a52-00dc-451f-a862-bf52b36fb105,0,0,1,1,2017-01-18,0
127,b06da7c3-564f-421b-9794-0fdd85fe1f38,1,0,0,0,2017-01-02,0
128,9a0e2082-2336-477e-97af-e9919542e777,0,0,1,0,2017-03-23,0
129,d8333227-511a-4c90-a0d9-3c068760d280,0,0,1,1,2017-03-18,0
130,5e89f987-73f3-4f26-8da5-3caf18786f1a,0,0,1,0,2017-03-26,1
131,49f14284-68bd-4d32-9c46-8b4a0b80ae1a,0,0,1,1,2017-02-13,0
132,ba347396-4b7a-403f-9e27-827343381c36,1,0,1,1,2017-01-07,0
133,9d0a841c-de7d-4300-a87e-517c4ebd9ef7,0,0,1,1,2017-01-18,0
134,bafb546e-c783-4f66-94de-baafb26526bf,0,0,1,1,2017-01-10,0
135,00718ab0-1c64-41e0-869d-83574d0564bb,0,0,1,1,2017-01-08,0
136,4a04ffc8-b1ca-4304-a7c6-692e8dec3ec9,0,0,1,0,2017-01-04,0
137,19e6abd3-45d0-4dc2-b555-5066774ea70b,1,0,1,0,2017-01-01,1
138,2abdb0fe-bda7-4497-adad-7fdfc9fb6826,0,0,1,0,2017-03-07,0
139,35d4fff6-3d28-486f-bd21-5e18fe6e7321,0,0,1,1,2017-03-10,0
140,2139f8b1-3ca0-4e08-a0c0-40edd52d2a2f,1,1,0,1,2017-03-17,0
141,87763fa6-7353-47d3-b56d-8e0427e759f4,1,0,0,1,2017-03-17,0
142,2b6d1d05-eed6-4310-95f0-d49c2b52d43e,0,0,1,1,2017-03-25,0
143,64426534-989f-49ad-af25-139c4210a82f,1,0,0,0,2017-03-12,0
144,9485081f-70fc-46b4-bca2-62ac029cdb9f,0,0,1,1,2017-03-26,1
145,46de8f98-ee29-4357-a020-66dfbb798320,0,0,1,1,2017-01-22,0
146,08953e2d-246e-4f22-a772-8970ddd76c8e,1,0,0,1,2017-02-14,0
147,9cd53154-f815-42ec-8ecb-87a0e20ea307,0,0,1,1,2017-01-01,1
148,830798cd-3cf8-4b7c-989b-e968b77ff0fb,1,0,1,0,2017-02-16,0
149,60ee6405-0403-4833-b0b5-74b861021b88,0,0,1,1,2017-02-22,0
150,b7285f2c-d019-43a2-8e3c-e575664b23b6,0,0,1,1,2017-02-16,0
151,f4cc8f75-04f2-4f7b-b86c-191d90b2038e,0,0,1,1,2017-02-27,0
152,e39552e0-ebdf-4ade-9ab6-f480b9350713,1,1,0,0,2017-02-27,0
153,b25a4408-09e9-4e32-8300-071fe3473054,0,0,1,0,2017-03-04,0
154,d18916cc-656a-43a9-ba3d-9e337edc43a8,0,0,1,0,2017-03-17,0
155,1128e0ca-3da9-4403-8b53-385b3ecb9de3,0,0,1,1,2017-01-24,1
156,bd6f9493-18b0-4edd-bdcc-b33d2f73b408,0,0,1,0,2017-03-30,0
157,f59105ed-efd2-440d-abdd-dfd468dadfaf,1,0,1,1,2017-02-12,0
158,6480863a-df75-477e-9a76-b03509c4c898,1,0,0,0,2017-02-13,0
159,dfe9bbe1-f492-44ad-8421-962ad602fceb,1,0,1,1,2017-01-20,0
160,30730203-4064-498d-aeb4-e9b50e459e81,1,0,1,0,2017-03-17,0
161,f6359b2b-1a54-49b3-9077-ea1f51698088,0,0,1,0,2017-03-09,0
162,5c1f2df3-3ebe-4939-b258-2e63b42eeb53,1,0,1,0,2017-01-12,0
163,33badb96-2d26-4bdb-b0c1-6e32db361d7a,0,0,1,1,2017-02-18,0
164,b5099869-8616-4ae2-9af5-1e1128e0325f,0,0,1,1,2017-02-23,0
165,903f0854-7172-408d-ba6a-5e8220804268,1,0,1,0,2017-01-17,0
166,cb5ac0a1-b402-421b-b2da-281b25c17cc7,0,0,1,1,2017-01-04,0
167,c76da847-e474-46b3-90cf-641b69a38c16,0,0,1,0,2017-02-28,0
168,80c5b693-9950-41bb-9875-0ec793b8a00c,1,1,0,0,2017-02-27,0
169,3ba1a0ac-a296-4e55-a134-4beed9174601,0,1,0,1,2017-01-27,0
170,30d506e2-f2dd-42bb-8a90-99e7ed2c827d,0,1,1,1,2017-02-05,0
171,f11a6bca-736f-436e-9924-c132b7ee402f,1,0,0,1,2017-02-05,0
172,0e1a10b1-b477-4499-9896-3c3f5ae2b292,1,0,0,0,2017-02-05,0
173,c72daa6b-4296-402a-ae05-8ecd73e6363f,1,0,1,1,2017-01-30,0
174,0ca1a73f-c08a-4e96-b209-811a388fc521,1,0,1,0,2017-03-02,0
175,889365be-1db0-4aef-900b-46930bdb56aa,1,0,0,1,2017-01-07,0
176,6e01a15d-a0db-4436-a2af-ef4c4ac46b2d,1,0,0,1,2017-01-03,0
177,b9a43ae6-738f-409a-8196-98d7655281de,0,0,1,1,2017-03-04,0
178,8744e6a9-973e-4466-9eb5-b8730b6cb6e0,0,0,1,1,2017-02-13,0
179,d86f6c1c-6e23-4c9b-9eda-7d8f6316786f,1,0,1,0,2017-01-17,0
180,fe6288d9-4dcf-4260-959f-8ae9883f8852,1,0,0,0,2017-01-20,0
181,9ee47426-a887-4b47-82eb-d8d0c7216f15,0,0,1,0,2017-02-24,0
182,c65bfdd9-a8cf-45c9-aef1-b5a5e0ac9697,0,0,1,1,2017-01-07,0
183,a891af0f-351b-4f1c-8e33-a01f6f118789,1,0,1,1,2017-02-04,0
184,3c7a0ab8-9d14-4586-8af9-8073a0a00669,0,0,1,1,2017-03-14,1
185,1e63668d-c0de-4219-8c9f-f987299bd881,0,0,1,1,2017-03-19,0
186,8da77667-9635-45d7-b80c-cf4e13373412,0,0,1,1,2017-02-20,0
187,4755da4e-e89f-45ee-bfe2-298077d32c8b,1,0,0,0,2017-03-29,0
188,688253bb-c0b1-44f3-96b3-118f1bf30870,0,1,0,0,2017-03-26,1
189,11ab2b83-55de-4c86-9fef-b3781764fba5,1,0,1,0,2017-03-13,0
190,3c2cfa05-343c-4601-ab01-442a275fe658,0,0,1,1,2017-02-25,0
191,74e97875-8230-43a3-bbad-fb5ecd2fce94,1,0,1,0,2017-02-02,0
192,5772a7b5-56d0-43ed-a264-f5930dbc270f,0,0,1,0,2017-02-02,0
193,aa8e31d2-a2c4-4b2e-8bd7-801de5cc3a27,1,0,1,0,2017-01-18,0
194,7161fa19-58f7-4443-90ca-f1be2a0a3d89,0,1,1,0,2017-01-24,1
195,483a3177-3e9f-47a4-876a-f3c32f8c505b,1,1,0,1,2017-02-19,0
196,e38258b1-2082-4be9-b63c-695347af499d,0,0,1,1,2017-04-01,0
197,d07d3aa7-c473-4d7f-8080-97e98dafff7b,1,0,1,0,2017-01-31,0
198,f989d661-8983-4b58-b3d7-ca2ebca9098a,1,0,1,0,2017-03-20,0
199,5c1653d4-2d40-4c14-b02f-7e03b90dca3c,0,0,1,0,2017-01-01,1
200,207df6b3-a7cb-463a-b06c-ff7bb4ce656b,0,0,1,1,2017-01-18,0
201,5844b418-79eb-418c-832b-66d9fffcacf4,1,0,1,0,2017-02-10,0
202,87087184-91e1-44ca-9eb0-626f9ad91416,0,0,1,1,2017-03-28,0
203,da31f147-61ab-4587-823f-72b901523dbc,1,0,0,1,2017-01-20,0
204,9525eae5-043e-496b-9f4e-0f95c7320634,1,0,0,1,2017-01-12,0
205,84cfa498-e017-4cd8-a184-fa98f9234ac4,1,0,1,0,2017-03-02,0
206,d237e430-af5e-4001-bc83-0b378a434fdc,0,0,1,1,2017-02-28,0
207,8b4c49bc-6766-46f9-b94e-2152383de6aa,1,0,1,0,2017-01-23,0
208,d7737c33-e830-4a60-9780-835704d194c4,1,1,0,1,2017-02-21,0
209,28e35f26-ee03-41f6-9f1b-9299048d4964,0,0,1,0,2017-02-23,0
210,abd1333e-5758-41db-b9cd-12c8d660264c,0,0,1,1,2017-03-11,0
211,d65b08f1-b95a-4783-9a2b-044422e37c93,0,0,1,0,2017-03-06,0
212,5b834e5b-6e27-4afa-abb2-9b6b0ab6d1aa,0,0,1,1,2017-01-31,0
213,9c993722-9877-41aa-93b6-824dd6a408d6,1,0,1,0,2017-02-01,0
214,79a7b0b4-8445-4357-a099-a74756f8761a,0,0,1,1,2017-03-04,0
215,cc54f6b6-de9b-4b34-a778-413b51f442c3,0,0,1,0,2017-02-16,0
216,c5024c44-3640-49bb-8ae1-4bfd17376cde,0,0,1,1,2017-01-06,0
217,936e9d11-841f-446d-9fc6-be2be36d1bda,0,0,1,1,2017-01-02,0
218,aaf22dc1-ac00-49fc-bfd3-3e859e57d6ad,0,0,1,1,2017-02-15,0
219,1b3ddefe-7937-4d96-81b2-f2d1f603d359,0,0,1,0,2017-02-08,1
220,7aa5db9d-44a0-4adf-810d-98ae3489505e,0,0,1,0,2017-03-14,1
221,fa54a94c-4c42-44c3-85e9-766d4ff15543,0,0,1,1,2017-03-14,1
222,18d8a1bc-48c4-4dcf-886b-cf2c900590b5,1,0,0,1,2017-02-21,0
223,4b01427b-e5c0-489a-a3ee-26bb93a993b1,1,0,1,1,2017-01-02,0
224,438a21fe-5b83-4d3f-b534-2bea551275cc,0,0,1,1,2017-01-28,0
225,a66521c3-1dae-4b28-bf6b-bb7d529887bf,0,1,0,1,2017-02-04,0
226,343d149a-8b45-423b-a18b-46936abe8b87,0,0,1,1,2017-02-21,0
227,2010d10a-67b3-458e-8bc5-c7e041a12476,0,0,1,0,2017-04-01,0
228,eefd0b2f-c261-4942-bfd2-b1a9868e296d,0,0,1,1,2017-03-29,0
229,0aab20c6-c0a0-4e9c-87c3-1e0459b4fa7b,1,0,1,0,2017-01-06,0
230,90b266e6-d30d-4aa9-838c-88d56ec00dfd,1,0,0,0,2017-01-24,1
231,6430d67f-60b3-4068-aed0-d129aafaf26c,0,0,1,1,2017-03-08,0
232,60a0bb2e-ef2c-4e37-9b93-9c4c17eb7a22,1,0,0,1,2017-03-27,0
233,c1ef40a0-170b-43e5-bc53-04477dd4cf9b,0,0,1,0,2017-03-26,1
234,c77ca3a1-3ef3-496c-9528-0a6408bef361,1,0,1,0,2017-02-01,0
235,0aa428c8-4e88-441c-935c-84ba1c12caff,0,0,1,1,2017-01-16,0
236,19a795d5-df71-4dc1-b79c-8ac8cbd07e89,1,0,1,0,2017-03-02,0
237,341c7f16-4173-43fe-ab30-a16d44aa8c9c,0,0,1,1,2017-03-09,0
238,aa21da87-4b51-4032-812f-ccdb3b5be8be,0,0,1,0,2017-02-04,0
239,cb7e5418-6480-4668-bb33-642436c81db3,1,0,1,0,2017-02-01,0
240,f71ded7e-52b7-458d-a424-4f78e4f38595,0,0,1,1,2017-01-14,0
241,0e502850-9653-4c00-9909-50359e0e7552,1,0,0,1,2017-01-04,0
242,a178fb51-1585-4537-8df7-6c16a8144f4c,0,0,1,1,2017-03-05,1
243,77ebfab9-b01f-47aa-b076-b9a8ee0bb6b2,0,0,1,0,2017-02-21,0
244,9fccbb6c-183c-4a71-a669-219d42241fb2,1,0,0,0,2017-02-16,0
245,33171b1a-5367-4232-a131-0926472ae1c3,0,0,1,1,2017-01-16,0
246,08e80981-a3c7-455d-8874-f28d961ee7b7,0,0,1,0,2017-02-03,0
247,2df37fce-8add-4510-8fe6-63a749d22786,0,0,1,0,2017-01-29,0
248,59dc304c-dc3c-44cd-95d8-7b299153c194,0,0,1,1,2017-02-07,0
249,13721209-efea-45b2-9cba-5c5874ecc1ff,0,0,1,0,2017-02-16,0
250,8d49f080-ad05-4b04-b4c5-1acdf5da661d,0,0,1,0,2017-01-30,0
251,0de869e5-dcf2-4858-b528-2649376cbf22,0,0,1,0,2017-01-13,0
252,5f1a55f7-0195-4b92-8669-6299b330368c,0,0,1,0,2017-02-25,0
253,3c39abf9-3fea-49d3-b988-08cad713f522,1,0,0,0,2017-02-13,0
254,0b8f322c-84f6-4733-8c3e-cf4b65737f0b,0,0,1,1,2017-02-15,0
255,1b95bdb7-f96e-427b-a3cf-35313dbd1814,0,0,1,1,2017-02-27,0
256,e7230482-d099-4dda-809f-34c272673a73,0,0,1,1,2017-01-01,1
257,742b88a8-4267-4893-ac49-8d4fb8e49e21,1,0,0,1,2017-03-23,0
258,d680b0a7-303f-4f2c-ad1e-9ca812530b4f,0,0,1,1,2017-01-09,0
259,52d3d1a2-e532-4257-9ece-f910c91c016f,1,0,0,1,2017-03-05,1
260,02555c58-5acb-426b-aa38-915bb4c701fb,0,0,1,0,2017-01-30,0
261,18e9427e-46a0-4395-926a-9138f8ed7594,1,0,0,0,2017-02-14,0
262,774ffe88-e201-4a08-8fce-eae769d556ea,0,0,1,1,2017-02-26,1
263,2235dcab-20b7-46ab-8260-b229f5c6e27d,0,0,1,1,2017-02-06,0
264,bc8dd488-4424-4d9d-a8d5-a62d3e4710b3,1,0,1,0,2017-01-17,0
265,14f53992-2af6-472e-bed3-c25d1c5f455c,0,0,1,0,2017-02-17,0
266,24e3e6ce-f558-4897-86e1-ff44d944bce2,0,0,1,1,2017-02-22,0
267,0b4cc4a1-a1a4-4bf4-a165-ae481995a635,0,0,1,0,2017-01-10,0
268,b8200df5-2c4d-45c5-a319-893057c84dd5,1,0,1,1,2017-02-10,0
269,73654ee7-f345-42f2-90eb-7c89d9b775f7,1,0,0,0,2017-02-05,0
270,c255d0ea-f6bc-44f2-93e6-f8f583f8da0b,0,0,1,0,2017-03-21,0
271,fd7563ac-ca97-4471-b44a-36338f43b939,0,0,1,1,2017-01-23,0
272,3b002edb-7094-4557-93f8-7c44ae0e85b6,0,0,1,0,2017-02-17,0
273,e045715e-8f47-447b-a359-b02eb3bffa03,1,0,0,1,2017-03-27,0
274,ca1a2b4b-d877-448a-9890-12a9d41ae475,0,0,1,1,2017-02-03,0
275,7326addd-1f63-4a2b-9f41-f0127e4dfae9,0,0,1,1,2017-02-10,0
276,aa1071e9-4307-4e7b-b41f-bfdd56767637,1,0,1,0,2017-03-24,0
277,55ead741-f16a-40a9-9946-e400b7e5ee04,0,0,1,0,2017-01-14,0
278,ba2e783e-12d6-4c66-974a-0de8864b67df,0,0,1,1,2017-02-27,0
279,8fcbc6f9-b4c3-45d0-a014-633a8060f854,0,0,1,1,2017-03-02,0
280,4ca8391d-8471-4f94-9ac6-c540389f1142,0,0,1,0,2017-01-27,0
281,fd8c0091-1ec6-40c3-b894-c984c08c9ff6,0,0,1,1,2017-01-15,0
282,9d7d96ac-2047-47c0-b3b9-86600a11a064,1,0,1,0,2017-01-18,0
283,9e8b44c8-84c3-4486-b76d-e5c2591652bd,1,0,1,1,2017-02-08,1
284,cf7ac54c-a1ea-44b3-9729-e5fc159c2579,0,0,1,1,2017-03-20,0
285,c93cc781-bd3c-4d79-b6a2-b6adf927239e,0,0,1,0,2017-01-24,1
286,b338e288-2451-4fa3-b24c-a98cf338d528,0,0,1,1,2017-01-21,0
287,c15e443e-33f6-4356-a729-d7b27aa0ccf6,0,0,1,1,2017-03-14,1
288,0e493e22-1b44-4100-aecb-3c7dfc0d12df,0,0,1,1,2017-03-06,0
289,282198f1-4ea3-48e9-91e8-d50ed5ccf487,0,1,0,1,2017-02-03,0
290,8979c873-be84-4c3d-bbc0-bd3f2c61e8ca,0,0,1,1,2017-01-01,1
291,0e2f0087-4c0b-47d9-bc4f-942c68fb6aff,0,0,1,1,2017-03-22,0
292,f742ccd3-6279-4c41-90f3-b053b38ed5ed,1,0,1,0,2017-01-10,0
293,904822c4-0535-4dab-8d40-1b5b8c5368ea,0,1,1,0,2017-01-17,0
294,b500f608-4b9c-4319-8930-9c82df8de5e4,0,0,1,1,2017-01-26,0
295,1361d32c-bbf3-41d3-9aec-24f0cf996fbd,1,1,0,1,2017-03-14,1
296,7687ec4d-d200-43ef-bb46-f2c3c41a4c24,0,0,1,1,2017-03-13,0
297,a516ec5c-e7bb-4a7f-8e13-0feb3f397575,1,0,0,1,2017-01-31,0
298,c7c1f89c-b395-43d3-ac31-bed1558934e9,1,0,0,1,2017-02-02,0
299,224cb0d6-6e12-4611-9160-afda4e7fd3bf,0,0,1,1,2017-03-15,0
300,dbd8ba63-039e-483e-869f-b3a3c879b61e,1,0,0,0,2017-03-13,0
301,6b7d7b76-b144-4491-8299-b9b1ca6fcdb5,0,1,1,0,2017-01-10,0
